,Name,Category,Town,Type,Contributions,Title,Review,Rating,Date,LocCode,Cuisine,Score
701,The Diner,Food,Bognor, Steakhouse/Diner,9,"Food good, service not so.",We booked a table for a birthday dinner. Arrival was fine and there were balloons on the table which was lovely. Starters arrived really quickly but then it went downhill. Main courses took ages by which time the kids lost the will and went to the park. As we had ordered the set kids meals we were charged for the puddings they didn't have as our main courses took so long. Service was slow. Do yourself a favour and go to the Pub & Kitchen instead.,2,3.0,2.0,American,1
702,La Cucina,Food,Littlehampton, Restaurant,13,AWFUL PIZZA'S,"Visited La Cucina on Thursday evening after travelling from London. The restaurant presents a very inviting ambiance and the service is very good. However my wife and I both ordered a well done pizza. It arrived at our table looking ok, however the middle of the pizza had under cooked dough under the topping which was also under cooked. We were both tired after our trip and were not in a mood to complain.On paying we were asked if everything was ok. At this point I voiced my opinion of the pizza. I got a usual answer ""You are the only one to complain"". I feel so privileged to be the only one. Maybe I am used to real Italian wood fired pizzas.",2,1.0,3.0,Italian/Pizza,1
703,T-Bone Burger,Food,Bognor, Restaurant,49,20th feb ,"Been looking forward to going to this place for a little while. On entrance we were not acknowledged despite the barman seeing us.a group of three came in after us and were asked how many the table is four to which I said 2 as we are not with them. Again no eye contact.waitress looked like she didn't want to be there.she said"" take a seat"" to which I said anywhere and she said yes.... After reading the menu....15 minutes later with no service...but plenty of chat to the barman from the waitress...she then went and started serving the group of 3 people. At this point I stood up and said to my partner let's go. I said to her on the way out that we were before those people and she pathetically said sorry in once again a very .I don't want to be here voice.my partner also said your attitude is not good and it wasn't a good impression from the beginning .plenty of tables empty as well so weren't busy. A real shame.",1,1.0,0.0,American,1
704,Passage to India,Food,Bognor, Restaurant,26,Lovely food,"This is my 3rd visit and it never disappoints. Excellent service and great food. Would recommend the tandoori lamb shanks. Meat fell of the bone and a really tasty sauce. Already booked to go back
",5,1.0,1.0,Indian,0
705,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,2,Mr Neil Storr,"We have been having Sunday breakfast at the beefeater Crossbush for a few years now and always receive a warm welcome. The breakfast choices are excellent with full english and continental options available. The lunch and dinner menu has something for everyone.
I and my family would highly recommend the Beefeater Crossbush to both visitors and those living locally",5,2.0,0.0,British,0
706,Bailiffs Court,Accommodation,Littlehampton,Hotel,19,"Struggling to award ""Mediocre."" Light lunch and Dishonest food.....","To honour a Milestone birthday,we booked..Stunning architecture and glorious weather should have contributed to a remarkable day. Remarkable for all the wrong reasons.

Starters ? Opted for scallops. We expected, given the £ supplement, to receive 2 maybe 3 King Scallops. We were given what appeared to be 4 Queenie's, just the width of a10p piece max, BUT CUT IN HALF through their girth to a max thickness of 2 £1 coins stacked, presented as 8 pieces,seared side up ????

Mains? I opted for herb crusted cod fillet, again, mean-spirited portion. Tad wider than a fish finger, tasty yes but again tiny .The penultimate negative? Hubby ordered "" Cake "" A Fish Cake of sorts, on a ""Lobster Cream"" and a ""poached egg"" on top,which,as eggs go, had the unyielding stance of a cold squash ball and needed pinning before carving. Given the the slow service, it had been sitting on the pass for too long and is why the lobster cream dissipated.

Final negative? A bill for £100 excluding service with just one small glass of average wine.

Upon complaint..Charlie, a fine ambassador for the BCH simply advised us that our remarks would be forwarded to the chef. By then a tad too late, day already spoilt. Given BCH knew at the time of booking it that it was an important event, I am just so sorry they failed to live up to their own reputation. Most importantly it made our own celebration day way below average. Let's hope it was a just bad day but struggle to justify going back to,or recommend it to others
Read less",1,3.0,0.0,0,1
707,Monsoon,Food,Littlehampton, Restaurant,76,Fathers Day Buffet,"The Sunday all you can eat buffet at £7.99 a head was well worth the money. Constantly filled up with fresh food, light crispy bhajis, thin sweet naans, and a nice salad. Not a large selection but I think that helps maintain the quality. My only criticism was the heat of the restaurant, it was very warm in there to the point of it feeling uncomfortable. Will return for sure though.",4,2.0,2.0,Indian,0
708,La Campagnia,Food,Arundel, Restaurant,24,Short break in Arundel,"Excellent meal , well presented and good valve for money, staff were wonderful and attentive. Would definitely recommend to others and return again. Sat outside at the rear small area but very good.",5,2.0,2.0,Italian/Pizza,0
709,"The George, Burpham",Food,Arundel, Pub/Bar,9,Mystery coffee,"After a walk went into The George for a coffee with my partner & it was pleasing to see it was busy.
Ordered 2 coffees which were brought to the table with a jug of milk & asked if we wanted sugar which was a no..... my partner tasted her coffee & definitely sugar already in it..... took it back to the back & the look said I don’t believe you as there is no way there can be sugar in it...... given another cup & rejected coffee was left on the bar ...... mystery solved 10 minutes later as other waitress was drinking aforementioned cup!!!
Morale of story always make a fresh cup as you don’t know what’s already in a half made cup of coffee!!!!",1,4.0,2.0,British,1
710,Sen,Food,Bognor, Restaurant,46,Such a shame,"Such a shame... just got home from SEN. We went with our family for a nice meal. We have been a few times before and it has been lovely and well worth the money. This time however we do not feel the bill was correct (have I had known at the time I wouldn’t have paid it) we opted for the 3 tapes dish for £9.99. We were not charged this, we charged the normal rate per dish. When a member of our party asked about the bill, she was told “you didn’t ask for the deal so you got larger portions...” which is odd as no where on the menu does it state that if you opt for the deal you get smaller portions..

We have eaten there before and the portions are the same size deal
Or no deal, if they aren’t, surely you should state so on the menu?? Do not treat your local customers like tourists that you can rip off which is exactly what you thought we were.

So disappointing.",2,2.0,1.0,Other,1
711,LG Café,Food,Arundel, Café,10,Disgusted ,"Disappointed from the start. Was greeted by a member of staff who straight away asked if we had booked when we replied no he then said oh I will have to see if we have a free table, there was only 1 couple in the whole place! When looking at the amazing cakes we were then told that most of the cakes were not suitable for children! We managed to find something. When the food arrived the icing on the cakes was rock solid. The bread on the crochet monsieur was stale. When we mentioned the icing was solid the reply was that's what French icing is like! I've been to French it's not like that. Never again will we go there.",1,3.0,2.0,British,1
712,Avisford,Accommodation,Arundel,Hotel,0,Tired hotel - peeling paint and stains on walls,"Hotel needs to be refurbished. There is peeling paint, wires hanging down walls, stained ceilings and worn out carpeting everywhere. Staff were friendly but inefficient - took over an hour to serve drinks in bar
Read less",2,2.0,0.0,0,1
713,Reema,Food,Littlehampton, Restaurant,17,Great Indian Restaurant,Went for a curry with friends last evening. They were very busy as popular but still served delicious food on time. Would recommend.,5,3.0,1.0,Indian,0
714,LG Café,Food,Arundel, Café,17,Disappointing,Disappointing Saturday night - very limited menu...if a French restaurant can't crack a french onion soup there's a problem.... Seems to be OK for coffee and cakes but would think again about going there for an evening meal...won't rush back.,2,2.0,0.0,British,1
715,Bailiffs Court,Accommodation,Littlehampton,Hotel,16,Overpriced restaurant and lackadaisical service,"Place suffers a head chef who clearly has a high opinion of his cooking. Food was no better than a decent gastro pub at half the price. Waiters and waitresses keep disappearing whenever you need them. We had to find ours in the sulking around the kitchen - not a single one in the restaurant for 15-20 mins
Read less",2,1.0,2.0,0,1
716,Vicky's Café,Food,Littlehampton, Café,100,Probably the unfriendliest place I have ever visited ,"Let me set the scene. 10am early for a meeting, decided I’d try the café that advertises as the best, on their boards on the main road. Go into the place and i was the only person there other than an elderly gent, door open on a cold day, tried to shut door which was stuck open. Music playing in the back kitchen where the host (presume Vicky) was at doing nothing in particular. Eventually she came to the front, no hello, no smiley face just a miserable attitude. I ordered a bacon sandwich and a cup of tea. I asked politely for ketchup on the sandwich, then informed “it’s on the table”. I asked for strong tea without sugar, to be told abruptly “sugar on the table and the bag’s left in to sort myself”. It cost £3.50, I only had a £10 note and was rudely asked if I had smaller. I said no and offered a card, then got change and sat at the table. Then the other gent got up and ordered, same attitude and when he asked for crispy bacon was told “obviously that’s going to take longer”.
After a while and relative silence in the restaurant area and muffled music from the back, my sandwich was delivered (nearly thrown on the table). Dry old bread, under cooked bacon and cheap Margarine. Someone else came in during my stay to check if they were open as he’d tried on two previous days to get in and they were shut. He was given such attitude by this lady that I’d be surprised if he came back with his 5 friends, I wouldn’t have and certainly won’t be going back there again. Absolute waste of money and certainly worth driving passed. (No zero points unfortunately)",1,4.0,2.0,British,1
717,Bognor Museum,Attractions,Bognor,Historical/Culture,0,Well worth a visit,"The museum is curated by very helpful and interesting people. The exhibits are arranged in an orderly way and there is something for all age groups. The project regarding royalty and Bognor Regis is fascinating. Highly recommended.
Read less",5,2.0,2.0,0,0
718,The Holly Tree,Food,Arundel, Pub/Bar,95,Such a disappointment,"We decided to meet here for a drink on bank holiday Monday and in fact we decided to go elsewhere. It's such a shame this pub doesn't fit the pretty village of Walberton - unfortunately, it needs some immediate attention and is looking shabby and tatty. The outside area was not cleared up when we arrived with plates, food and empty glasses on a few tables - this is just not acceptable. Cigarette butts were all over the floor which clearly weren't from Monday alone and the chairs and tables looked grubby. The decor inside just doesn't work - the pub doesn't know what it is. Querky might describe it, but, what would work here is a traditional country pub with some atmosphere and ambience, tastefully decorated and in keeping with the village. The seating arrangement inside just doesn't work either and I couldn't have imagined eating here as a family - cant comment on the food, but it looked like it might be from a fryer. The male toilets smelt nasty and again were very tatty....such a shame. We have been here before and it just looks worse....such a shame as it could be so much more. We wont be back I am afraid.....",2,2.0,1.0,British,1
719,Arun View,Accommodation,Littlehampton,B&B/Inn,66,Very disappointed,"A clean and modern room with ensuite, but having to access room either by going behind the bar and past staff to access the internal staircase to the first floor or alternatively via the car park and up external steep concrete steps to cross over the flat roof of the dining room then through an external door to the first floor landing.
This is little more than a pub b&b certainly could not be described as a hotel.
I had to wait a while for kitchen staff to appear to start cooking breakfast.
Then upon returning home to find that the £65.00 for the room did not include an additional charge of £7.50 for breakfast which has since been taken.",2,3.0,2.0,0,1
720,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,2,Terrible,We've been to Beefeaters before and always been fairly happy on previous occasions. However going there today I can only say that it was the worst Sunday roast I have ever had. Roast potatoes were so overdone it was ridiculous. My wife had a vegetarian roast and when asked for more gravy was brought out beef gravy. She's not vegetarian but what if she had been. The waitresses were nice but the service was incredibly slow and drink orders kept getting forgotten. This was probably because it was understaffed. I won't be going there again and feel like I've just thrown away £50 on a pretty awful meal. It didn't help that we had a couple sitting behind us who had also a bad experience but didn't excuse the fact that the man was swearing constantly to his wife when thd staff weren't around. Needs a new chef!!!,1,1.0,2.0,British,1
721,World's End,Food,Arundel, Pub/Bar,6,Meal for two,"Booked a meal but arrived to find it wasn’t booked in
But got a table yehay.... but with wonky table and with chair on stones at different levels
Ok move on
Menu has gone downhill - sorry guys sooo
Fish and chips can’t go wrong with that....wrong it was a battered grey thing ...skin I think
I had cod at Mick’s chips in Rustington previous night these guys need to have a look in there to see how fish should look, it should never have been plated !
Complained - chose ham egg and chips
Yea can’t go wrong with that ... trouble is didn’t want that
I realise complainers are not wanted in a restaurant and that’s why we were asked how we would like to pay when we had full glasses of wine we were drinking!
The staff were very good but the kitchen needs to be educated, and I for one will not accept a skin in batter with 10 chips On a wonky seat and table then being ushered out of door and paying for the privilege I was not even offered how this would be dealt with
My main reason for eating out is to enjoy an experience nice meal glass of wine be waited on etc that’s why we pay these prices
I ended up feeling uncomfortable, confrontational, grouchy, kicked out, arguing with my lovely wife and departing icily

Shouldn’t be like that !!!",2,3.0,2.0,British,1
722,Establo Lounge,Food,Littlehampton, Pub/Bar,74,Not What It Used To Be,"We arrived about 5:55 and it must have been shift change or something as staff were standing around chatting and ignoring the small queue that had started as there was just one team member serving at the bar.
For one of our drinks I ordered a G&T, as they have a good choice of gin, and was watching the gin being poured into the measure and was very surprised to see that it was a short measure and when the team member was challenged they denied it. Measures should be filled to the top, not half a centimetre below because they’re afraid to spill the spirit.
On ordering our food I asked for gluten free mozzarella sticks to be told that there were none. This isn’t the first time there has been menu items or drinks unavailable because of poor stock control.
When our meal was delivered one item had to be returned as it was cold and a gluten free burger had a gluten containing side on the same plate which had the risk of cross contamination.
For desert a gluten free was ordered and when it was subsequently brought to the table it had a wafer in it, so was sent back.
Whilst our food related problems were resolved there appears to be a wholesale lack of knowledge about allergens and this should be addressed as a matter of urgency.
Extremely poor customer service - The staff were not engaging with the vast majority of customers and seemed to have favourite customers and had no awareness of what was happening as there were tables left uncleared for 20 - 30 mins. Started to feel that we were an inconvenience to them.
If this had been a first I might have put it down to a one off but it seems this is becoming the norm.
Establo is a great asset to the village but has definitely gone down hill recently which is a huge disappointment as it has a prime site and potential to be a great success.",2,2.0,2.0,British,1
723,Travelodge Fontwell,Accommodation,Arundel,Hotel,2,Really enjoyed my stay,"Stayed there with my partner. Feel like the staff went above and beyond to make my stay special and was pleasantly surprised by how clean the rooms were. Would definitely stay again, can’t get better for the money!
Read less",5,4.0,0.0,0,0
724,YHA,Accommodation,Littlehampton,AccomOther,1,Great place!,Stayed overnight so we could extend our short trip to the seaside with our kids. Great location and very friendly and helpful staff! Basic but super clean and comfortable would definitely stay here again!,5,2.0,2.0,0,0
725,Sea View,Accommodation,Littlehampton,Hotel,14,Lunchtime meal and drinks ,"In the past, the seaview was the perfect place for a lunchtime meal when the sun comes out because the beer garden is lovely. Ale was never the main reason for visiting this pub, but this time they had 4 brown bitters around 4%, which were all past their best. The meals were very home cooked rather than chef prepared. The sizes were generous enough which was good, but was very 1995. Its like we went back in time. Back to the future. To be fair, it was clean, the staff were keen and we were 20 years younger than anyone else in there so maybe they are focused on the over 70s. We will try again with my 76 year old mother and see what she thinks. Hopefully they might have at least one ale that isnt brown and thinner pastry on the pies. The staff were lovely so i hope this review is viewed to make a positive improvement and not dismissed out of hand.",2,2.0,0.0,0,1
726,Forest Knights,Attractions,Bognor,Classes/Workshops,23,Absolutely amazing ,"This is a amazing school for all aspects of bushcraft from camping to bow and arrow making its ability amazing.
teaching is not a easy thing but Wayne makes teaching fun and still able to teach anyone all his staff are amazing. Me and my son totally love his weekends",5,4.0,2.0,0,0
727,Haskins Garden Centre,Food,Littlehampton, Café,25,Bland dry cake.,"Met friends here today for coffee and cake. Found what we believed to be a clean table which unfortunately proved to be incorrect as 2 members of our party soon discovered that their sleeves were damp and stained red presumably from a spillage that had occurred earlier and had not been cleaned properly. I chose the coffee and walnut cake which could only be described as bland with not even the merest hint of coffee and the cake itself was so dry it was like eating cardboard. When we complained about the dirty table all we received was a ""Sorry"" and my complaint about the cake did not even elicit a response. If it were not for the convenience of this place I would be very unlikely to visit again.",2,2.0,2.0,British,1
728,Lemongrass Restaurant,Food,Littlehampton, Restaurant,1,Service horrific,"Visited last night for a celebratory meal. Service was dismissive and rushed. Very quickly we were asked to order and then twice after that, each time saying no we weren’t ready. Staff were hovering behind us it was clear they wanted us to order. Had chicken satay and dumplings to start. Chicken was ok but dumplings were the worst we’d ever had, hard and dry.
Starter plates were cleared and I still had food in my mouth eating. Was wondering what the rush was and then I realised, the other waitress was stood behind with our mains. Hated this as had no break in between starters and mains and again it was made apparent there was a rush.
I had ordered what was meant to be a very very mild curry. It still had chillies in and was too hot to eat. Maybe the reason for this was that the waitress wasn’t even making eye contact when taking our order and was in a rush?
One waitress asked why I hadn’t touched the curry and we explained it was too hot to eat more than a mouthful. Rather than helping she walked away?!!!
When our plates were cleared another waitress apologised and told us we wouldn’t be charged for it. Very kind and we did appreciate this. But she said to mention it earlier in the future and they could have changed my meal. (We had mentioned it earlier and this didn’t happen).
Bill came and there was an automatic 10% service charge on there. Something we would have refused to pay had they not taken the curry off in good gest.

Overall we were in and out in 1 hour, nearly £80 down. That is not what we expect when you save to go for a celebratory meal. Felt so rushed and unwanted the whole time, and can not believe we were only there for one hour. Other food ordered was nice enough but service is horrific and means we won’t be returning!",1,4.0,3.0,Chinese/Thai,1
729,Avisford,Accommodation,Arundel,Hotel,3,Charging top prices for low quality food,"Had the buttermilk chicken burger from the pub menu. The chicken steaklets were clearly over cooked. They definitely were not freshly prepared and likely bought in bulk at an Iceland store. Same goes for the french fries. This would be all good and well for the local pub. This is however a Hilton restaurant charging £15 for a low quality burger. My advice would be to go elsewhere, no matter how hungry you might be.
Read less",1,3.0,2.0,0,1
730,The Roundstone,Food,Littlehampton, Pub/Bar,38,Sorry forgot you were there!,"Food was ok - but service, what service!!

Silly giggly staff when we arrived - shown to table and no drinks order taken. Waited 20 mins - gave up waiting for server to arrive to take food/drinks order, so went to bar - server was with friends and said “sorry forgot all about you”!! Food was “ok” when it arrived.

Had waited so long decided not to order dessert - waited for server to arrive to ask for bill but again gave up and went to bar to pay.

Seriously - sort out your service!!!!",2,1.0,2.0,British,1
731,Travelodge Fontwell,Accommodation,Arundel,Hotel,17,This hotel needs to be refurbished and cleanliness was poor in our room,"The bathroom was not clean upon arrival, otherwise the Hotel is grubby all round.Unfortunately we had a busy schedule and could not always find staff at the front desk. We complained at check out and further on the telephone with the Hotel manager who promised a full refund. However this was not authorised.
Read less",1,3.0,2.0,0,1
732,Premier Inn Littlehampton,Accommodation,Littlehampton,Hotel,1,Will not stop hear again,"No clean towlle in room after work. No ovens working for evening meal. Hole 200m x 200m in car park that my work colleague fell down no lighting was on in Cark park.. just a bad experience at this site
Read less",2,1.0,2.0,0,1
733,George Inn,Food,Bognor, Pub/Bar,31,Lovely ,"Popped in on a friday evening for a pub meal. Both had the crispy pork belly . Was actually surprised how nice it was !! Served with mash cabbage and carrots. Both agreed it was excellent , quite a large portion served fairly quickly in the saloon bar , the fire was going making it very cosy. Had a couple of drinks as well.will definitely return to try some more of their menu. Recommend a visit from my first impression. And friendly customers too.",4,4.0,2.0,British,0
734,Avisford,Accommodation,Arundel,Hotel,51,Spa day,"Booked as found a voucher, staff were very put out that vouchers were advertised and we should pay the full price. Would not have gone without voucher, would have returned if worth the money, however would not pay the full price. The pool is small, the facilities non existent, the relax room not really relaxing, just a sitting room with 4 loungers, only herbal tea - not “allowed” coffee or milk. As both spa members informed us and questioned guests as to what member actually bought the milk in when it not allowed - really should guest be hearing this?
No dressing gowns or slippers available, not for discount guests anyway.
Had a lovely massage and facial but the time 25 min each was slightly shorter, about 45 mins for both. Must be because we were discount again. Definitely made to feel they were doing us a favour.
However the staff in the bar and restaurant were lovely, very good service. Lovely 2 course meal, have to buy drinks as this is not included, but that was expected.
Won’t go again, not even with discount voucher would rather save up and pay more (real price) but to a different spa, there’s a lot of competition near.
The voucher might get people in but I doubt there’s much repeat business, which is a shame. But really need to invest a bit into the place, and train some staff to make guest feel special if in the hospitality business.
Read less",1,3.0,1.0,0,1
735,Parpadelle,Food,Arundel, Restaurant,13,What an unbelievable experience...,"Never in 40 years of eating out around the world, have I been so utterly flabbergasted and very distressed... after eating many many times at this restaurant over past two years with many friends, and served by the lovely restaurant staff... I went for lunch today (Thursday 3rd Jan). Being fully aware and accepting of the ""round table"" policy, I made a polite enquiry regarding it being acceptable to sit there as we were a table of two. I was assured by the waitress that it was fine. After a few minutes perusing menus and having ordered our drinks we were asked (by a different ""waitress"") to move to the ""long shared table"" as a party of three had arrived .I politely suggested that there was evidently room for three at the long shared table (albeit involved requesting someone move along a seat at the ""shared long table"") and that it was not reasonable to ask us to move. The ""waitress"" (whom I now believe to be... is apparently the owners wife) then made a sarcastic confrontational comment about my lack of co-operation, and re-iterated the policy in ear shot of all... (which I had previously confirmed with staff was OK). While this was going on, my guest moved us both to the end of the long table as it had been kindly and pro-actively vacated by another couple... the same ""owner's wife"" lady then proceeded to snatch away our drinks and menus and announced that she was refusing to serve us and wanted us to leave... simultaneously shouting across the crowded restaurant that ""I had been rude to her on several previous occasions""... never having to my knowledge met or spoken with this lady before this was both unbecoming and untrue. I objected to this treatment and questioned her observations and commitment to the hospitality industry, maintaining at all time a civil tongue. She then decided to suggest inviting her husband downstairs to which I agreed. Her husband was not prepared to entertain any explanation from me and asked me to leave which I immediately agreed to do. He stated that ""he knew his wife well enough"".... of that I have no doubt. Maybe she would be better suited to an alternative role away from FOH. Very upset, and truly very concerned for her level of stress/anger/honesty, and now reluctantly unwilling to return if that customer service is considered policy.
Based on other reviews and the untruthful allegations made on the day, I fully expect this to be treated as an inaccurate account, however why would I? I can assure you this is 100% to the best of my recollection. I am very upset. Possibly she mistook me for someone else? - if that is an excuse? I loved eating in your restaurant. Feedback is a gift. Seek to improve rather than defend. Trust me I have over 20 years experience in Customer Service training design and delivery... and this is free!",1,1.0,1.0,Italian/Pizza,1
736,Angmering Manor,Accommodation,Littlehampton,Hotel,126,Big disappointment ,"I was looking for wood to staying at Angmering Manor because the website looked really good. When we arrived our room looked nothing like the pictures on the website. It was very small, the en suite smelt damp, the shower had black mould on the grouting, lightbulbs weren’t working, the wardrobe was a tiny cupboard in the eves and we had to bend down to hang clothes up.

We went into the garden to have drink and the garden was very pretty. However only very few of the rattan chairs had cushions on, and the glass table was absolutely filthy. We intended eating in the restaurant but this put us off and we went into the village instead.

The good points: the bedding was good quality, the towels fluffy, and whilst the breakfast was very basic, with limited choice, the eggs were very nicely poached.

This is a low-budget 2 star hotel with a 4 star label and even worse - 4 star prices. We paid £129 for one night for this sub-standard room!!!

Thankfully we’d only booked for one night. Never again!!
Read less",2,3.0,2.0,0,1
737,Arun View,Accommodation,Littlehampton,B&B/Inn,11,Nice place,"We had a really good stay at the Arun View Hotel good food,very good service and the rooms were clean and tidy and value for money. Staff very friendly and the breakfast was excellent. Been to a party night here before and enjoyed this one just as much. Wish we had a place like this near to where I live. Food was very good considering the numbers catered for. Nothing was too much trouble.",5,1.0,2.0,0,0
738,India Gate,Food,Arundel, Restaurant,14,Overpriced ,"We ate here on Saturday 4 people
Food average service slow and inattentive
Food all tasted the same
Very expensive wont return most disappointing.",1,3.0,2.0,Indian,1
739,La Campagnia,Food,Arundel, Restaurant,1,Bland food and bland service...,"Having had great experiences on past visits, my parents surprised me with a table here for my 21st, last night. To our dismay the service was unkind and cold. We were not offered more drinks when glasses were empty. Two of the party had the peppercorn chicken pasta, and it was just totally bland. When asked if we wanted parmesan, the waitress leant straight over in front of one of the party and over her plate, her elbow less than an inch from her face, to reach my plate. Seems like an update in staff training with regards to hospitality is needed. When told it was my birthday, they did not think to say a simple 'happy birthday', just muttered and walked off! Staff did not say even a 'thank you' when we paid the bill and left. Sadly, you have lost a loyal customer. I did not have the heart to complain during service last night, as I did not want my parents to think this shoddy experience had ruined my birthday meal. Quite frankly I feel awful my parents wasted a lot of money on such an experience.",1,3.0,0.0,Italian/Pizza,1
740,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,9,Fantastic food even better service!!,"We came here on Saturday evening to celebrate our son's 16th birthday. It was fantastic and honestly I cannot fault the food or the service. We had provided them with banners and balloons which they had very kindly decorated the table with. Food was so good, starters great but the mains were really great. Birthday boy ordered the fillet which was cooked to perfection, he said one of the best steaks he has ever had!! I had chicken and ribs which was amazing, hubby had a huge burger and our daughter had stuffed chicken, all so good. We all had desserts and they even put a Happy Birthday message on our sons plate. Big massive shout out to Lucy our waitress who just made the evening even better and also to Jess and Carol. Highly recommend 100%",5,3.0,2.0,British,0
741,Avisford,Accommodation,Arundel,Hotel,60,Lovely Location - Tatty Hotel,"Where to begin – this is definitely not the standard of hotel synonymous with the Hilton Brand, in my opinion it is the worst Hilton I have stayed in to date! The hotel is in desperate need of a major refurb, the creaking floorboards threadbare carpets and scruffy walls in the corridors are very off putting. The building itself is charming and with some serious investment it could be a lovely venue. Our room had recently been painted and although small was generally clean – I did, however make the mistake of looking out of the window to find that the windowsill was filthy and covered in dust & cobwebs – which was a shame as the rest of the room was fine. There are also no lifts available so if you have mobility issues be sure to request a room on the ground floor. There was no air-con in our room, although there was a very noisy metal fan supplied, so it was a toss up as to whether the heat or the noise kept you awake at night. The reception staff on check in were very helpful and efficient – not so good on check-out (different staff) who seemed to be struggling with the busy period. We also found the bar staff to be very helpful and friendly – but the drinks are over priced – £12.50 for a large glass of Sauvignon Blanc! The biggest shambles was definitely breakfast time – we headed down at 08.45 and there was a very long queue, we were eventually seated at a table – only to be moved on by a very angry customer when he returned from fetching his breakfast a few minutes later – so back to the desk to wait for another available table, without so much as an apology from the lady who sat us down in the first place! It was a very hit and miss affair with some tables being offered teas & coffees and others being left to fend for themselves. Admittedly it was a very busy breakfast session, but the wait for certain hot items (eggs/bacon/sausages) was ridiculously long, the remaining items were congealing on your plate before the stocks were replenished, and when I asked a member of staff how much longer the wait would be, I was informed by her that it wasn’t her department so I would just have to wait as one of her colleagues would deal with it! After a wait of over 45 minutes (from initially queuing) we decided that enough was enough, and left without bothering. We would have complained there and then but couldn't find anyone to complain to - and after the attitude of the member of staff we did talk to anout the food issues, we thought we'd be wasting our breath anyway. This Hilton was terrible value for money, and to be honest I have stayed in better budget hotels, definitely one I will avoid in future!
Read less",1,3.0,2.0,0,1
742,Swan Hotel,Accommodation,Arundel,Hotel,35,A close-by comfy bed. ,"Just back from Arundel visit, staying just the one night at this hotel. Beautiful olde world charm, reminiscent of the ‘close-by castle’ days, but rooms inside modern, airy and oh so comfortable. We had 2 rooms, both had been upgraded (for whatever reason), so thanks for that 😜. But clean, comfy and so centrally situated. Morning breakfast in the bar - fresh tasty ingredients and beautifully cooked and presented. Just one gripe - stairs up to the rooms and down to the rear parking (pay and display) were grubby with fluff and dirt and looked as though they had not been vacuumed for days, maybe weeks. Let yourselves down guys, hence the 4 stars from me.
Read less",4,2.0,3.0,0,0
743,Knights Table Steakhouse,Food,Arundel, Steakhouse/Diner,7,Disappointed ,"I never write bad reviews, but feel I have too. We heard such good things about this place, we dropped in around 4.45 on a Sunday (maybe the wrong time) I ordered a carvery and hubby ordered a venison burger. All the veg on the carvery was cold and soggy, the roast potatoes were not crispy and soggy, the gravy couldn’t have been hot as it didn’t really warm up my Luke warm dinner. My hubbys burger arrived and the chips were just soggy, the waitress (who was lovely) asked how our meal was and I mentioned mine was cold and hubby didnt even answer she just said she would report it to the kitchen. After we half finished our meal we decided to call it a day not even bothering with the free pudding, the waitress did say, was everything ok and we did complain, the manager came over and apologised and said the chips were cut this morning, can’t help thinking they were cooked this morning too! He did take our drinks off the bill £8, but I feel taking one of the meals off at £15.95 and £13.95 would have been better as we left a lot and we enjoyed there drinks! As I said I’m not someone that complains and only do if really necessary.

Don’t think we will be returning",1,2.0,0.0,British,1
744,The Lion,Food,Bognor, Pub/Bar,2,Fantastic,"What a fabulous pub this is!! Discovered the Lion by accident but so glad we did. The food was fantastic and the staff were very accommodating when my husband wanted to change his order as he didn’t like the curry.
We enjoyed it so much we back later in the week! Highly recommend the fillet steak!!",5,3.0,2.0,British,0
745,Oyster Catcher,Food,Littlehampton, Pub/Bar,5,Dreadful Christmas Day meal ,"Booked back in August for Christmas Day lunch. Visited in November to check where we would be seated as we needed to fit 2 prams next to the table. Was advised it would be a table in the main restaurant area with plenty of space - perfect - or so I thought.

We arrived on Christmas Day and were seated at a table in the conservatory area on the opposite side of the restaurant and it’s as if we were completely forgotten about. No Christmas decorations in this area and absolutely no atmosphere. We waited almost an hour for our starters and then almost another hour for our main courses. The majority of the food was lukewarm at best and when someone on our table asked for mustard, they were told there wasn’t any. The wrong food was also brought out several times. A table next to us were brought out desserts before they’d had their main courses! We also asked for some jugs of water for the table and were told they didn’t have any jugs available.

A very disappointing experience to say the least.",1,4.0,1.0,British,1
746,World's End,Food,Arundel, Pub/Bar,284,Absolutely superb ,Came with parents and brother and had the best lunch! The menu choice was amazing and I have to say the steak frites were maybe the best I have ever eaten. My father enjoyed the hake special . The staff were so friendly and efficient. My new favourite pub.,5,1.0,2.0,British,0
747,Boat House In the Marina,Food,Littlehampton, Café,1,"Overpriced and very poor food, will never go back","My 'monkfish scampi' consisted of 5 bitesize chunks of breaded fish which was overcooked, dry and rubbery as well as being almost completely tasteless with some chips and a few bits of limp leafy green vegetable.
When I complained I received a half hearted apology and was still charged full price for a meal I didn't eat.
Awful food, awful customer service.",1,3.0,0.0,British,1
748,Butlins Fish and Chips,Food,Bognor, Restaurant,69,Poor food,"The food was a poor standard using frozen chips
Not traditional fish & chips has stated was disappointed
Wouldn’t waste money here again",1,1.0,2.0,Seafood,1
