,OrigInd,Town,Rating,Sentence,cleaned,noun_phrases,nouns,Topic
824,478,Bognor,3,"Soul Weekender Feb 2019 The accommodation was not what we paid for or what was advertised on the Butlins website. We paid for a sea view apartment with a balcony, but instead got an apartment overlooking a busy roundabout, without balcony. We couldn't have been any further away from the main arena than where our rather inappropriately named (waterfront apartment) was situated. We all felt that it might be a good idea for Butlins to provide umbrellas for those on the outskirts of their resorts, as we got absolutely drenched walking the half mile back to our apartment. Would 100% go again just make sure you get what you book. We all had a fantastic time, the entertainment was great, the venues were perfect, and accommodation was clean and tidy.
Read less",soul weekender feb accommodation not paid advertised website,soul weekender feb accommodation,"['soul', 'weekender', 'feb', 'accommodation']",Entertainment&Activities
825,481,Bognor,5,"Butlins Soul Weekender What a brilliant weekend. The whole weekend was packed with superb entertainment ranging from DJ sets to live acts. You really get a lot for your money. The Deck food hall served a excellent range of food and the service is great. I have already booked for September and can’t wait to go back!
Read less",deck food hall served excellent range food service great,excellent range food service,"['range', 'food', 'service']",CustServ
826,483,Bognor,5,"Fantastic! Stayed here for three nights in February. We stayed in a Deluxe Room in Oyster Bay which was great. The room came with a dedicated car parking space just outside. Downstairs there is a patio area with the patio doors opening into the living room with a fridge and tea/coffee making facilities. Upstairs there is a twin bedroom with a balcony and a bathroom. The room is also really close to the main resort area, which is very convenient. We didn't choose a dining plan as we wanted to have freedom of choice for the restaurants. Our favourite eating place was the Beachcomber Inn. The staff are so friendly and helpful and the food comes our super quick and is of good quality. We ate in Papa John's one night, but it was very chaotic and it took a long time to get served. We also ate in The Diner for lunch one day, which we really enjoyed. Again, the staff were great and the food was delicious and served quickly. We mostly stayed in the Centre Stage for evening entertainment. We tried Reds one night, but definitely preferred Centre Stage. Thoroughly enjoyed the entertainment on offer. The Sleeping Beauty panto was laugh out loud, as was Cirque du Hilarious. Great music entertainment too, with Abba and Little Mix tributes. Loved the chilled out vibe of Lounge Rosso to enjoy cocktails and softails. We tended to use the swimming pool between 3pm and 5pm when it was a little bit quieter, still busy, but not too manic. We liked the lazy river and the wave pool, and we will definitely be re-visiting to try out the new swimming pool that is opening. Unfortunately one of the fairground rides was closed due to technical difficulties when we were there, but we did enjoy the ones that were open. In particular, we enjoyed it when the fairground was open late on the Sunday evening. We booked four payable activities when we were there....zip wire, segways, high ropes and archery. It was just me and my daughter, so she roped me into doing all of the activites, meaning I was the only adult on all of them apart from the archery haha. The activities staff were absolutely fantastic, they made it lots of fun and made us feel very welcome. The arcades are great, lots of choice, although it's easy to spend a fortune collecting tickets in exchange for prizes! We didn't cash in our tickets this time, we will save them for our next visit....which will be very soon!! In conclusion, absolutely loved this place, thank you Butlins!
Read less",arcade great lot choice although easy spend fortune collecting ticket exchange prize,ticket exchange prize,"['ticket', 'exchange', 'prize']",Entertainment&Activities
830,491,Bognor,4,"We need a Butlins abroad! We need a Butlins abroad! Fantastic hotels, fantastic service fantastic entertainment and activities.

We stayed in the Wave Hotel on 6th floor again it is a well-designed hotel with a separate bedroom area for the kids with TV DVD players for both bunk beds and in the main bedroom, it has a fridge and tea and coffee making area and a safe so all you need in a family hotel room; I wish other hotels had this layout on offer.

It was very clean and the cleaner was very conscientious and dealt with the small issue we had very quickly, what she did with making the towel animals and my child’s teddy bear was very nice also.

The food was good we had a dine around option but mainly ate in The Deck restaurant but had breakfast in The Ocean and Shoreline hotels which was more less the same but with less people, the staff cleaned the tables thoroughly with sanitiser which is needed with the children serving themselves and putting their hands everywhere!

The things they need to improve on is the queues for The Centre Stage and Reds, queues collect prizes from the arcade machines and queues in general, I have never seen such an orderly queue in a bar before, I found it very funny and British but it worked and was nice to see people not trying to push in and just being nice.

They could also improve on having a ticket, to get a ticket to give a ticket to use an activity it seems to be waste of paper and time and queuing! They should do online bookings for these things and you just bring the booking details to the activity cutting out needing to queue at the Leisure Hub.

I have a 13 year old and a 11 year old I would have like to see more group activities for teenagers at the start of the stay so she could make friends. The karting activity at 9am in the morning is not ideal for teenagers later in the day would be better. Also, I have girls and would like to see at least one sporting activity like football for girls only to encourage them to join in as these things seem to be always dominated by the boys which could be off putting for some girls.

All in all, we found the activities good and well organised and all of the staff at Butlins friendly and approachable.

We will be back!
Read less",clean cleaner conscientious dealt small issue quickly making towel animal child teddy bear nice also,towel animal child teddy,"['towel', 'child', 'teddy']",RoomFac
831,492,Bognor,5,"Our feb half term 18th-22nd feb Me and the mrs came for the feb half term between the dates 18th - 22nd of feb with family and we stayed in a deluxe suite which was very clean and well maitained and credit goes to the cleaners

I wanna say thank you to alex centre stage manager he was amazing

Also thank you to ben and joey in the beachcomber for there hard work and great laugh and spirit

Overall our holiday was amazing and it was great to see some old team
Read less",feb half term feb my came feb half term date feb family stayed deluxe suite clean well maintained credit go cleaner want say thank alex centre stage manager amazing also thank ben joey beachcomber hard work great laugh spirit overall holiday amazing great see old team le,ben joey beachcomber,"['ben', 'joey', 'beachcomber']",MealExp
832,496,Bognor,4,"Trip with grandchildren We went this Half term.We booked standard accomodation and it was adequate and very clean.The staff were all friendly.My grandchildren enjoyed the football and arts and craft session.All the staff at these activities were great .They loved the fun fair and again the staff were very nice.One of the redcoats showed them how to juggle and they loved that.
The little Mix tribute was very good .We ate in the Beachcomber Innn and again,nice staff and very good food.Will return .
Read less",little mix tribute good we ate beachcomber inn nice staff good goodwill return,mix tribute good,"['mix', 'tribute', 'good']",Food
846,506,Bognor,4,"Another fab weekend! We had been spoiled in previous 2 stays as we were in the Shoreline Hotel and have managed to park close to the hotel (short distance to carry luggage + get to entertainment). 4 of us shared an apartment for the Bootleg Ball weekend which happened to be a long way from the car park and difficult to locate a space when arriving in the dark (something Butlins staff could be more helpful with). Once we were installed in the apartment it was great. There was a Butlins employee walking around checking things were ok and she brought us some towels which were missing from the apartment. Apartments are very well appointed with full kitchen, dine area and lounge area. 2 bedrooms with wardrobe space and nice shower room. Cannot be faulted.
Prefer the Shoreline hotel for its location being closer to the amenities but apartment better if 4 of you want to stay together. Would definitely like to go again :)x
Read less",u shared apartment bootleg ball weekend happened long way car park difficult locate space arriving dark something staff could helpful,apartment bootleg ball weekend,"['apartment', 'bootleg', 'ball', 'weekend']",RoomComf
847,506,Bognor,4,"Another fab weekend! We had been spoiled in previous 2 stays as we were in the Shoreline Hotel and have managed to park close to the hotel (short distance to carry luggage + get to entertainment). 4 of us shared an apartment for the Bootleg Ball weekend which happened to be a long way from the car park and difficult to locate a space when arriving in the dark (something Butlins staff could be more helpful with). Once we were installed in the apartment it was great. There was a Butlins employee walking around checking things were ok and she brought us some towels which were missing from the apartment. Apartments are very well appointed with full kitchen, dine area and lounge area. 2 bedrooms with wardrobe space and nice shower room. Cannot be faulted.
Prefer the Shoreline hotel for its location being closer to the amenities but apartment better if 4 of you want to stay together. Would definitely like to go again :)x
Read less",bedroom wardrobe space nice shower room,bedroom wardrobe space,"['bedroom', 'wardrobe', 'space']",RoomComf
849,507,Bognor,4,"Butlin’s visit Tony from Pub & Kitchen was very friendly with good food! Excellent towel folding in hotel and Martyna in Ocean spa was super friendly. All staff were friendly and engaging with the kids. Fab visit. We will come back to Butlin’s!
Read less",excellent towel folding hotel martina ocean spa super friendly,hotel martina ocean spa,"['hotel', 'martina', 'spa']",HotelGen
854,508,Bognor,4,"With friends and family. Long weekend plus day guests 12 years running we have now visited in February half term for a few days by the sea. Seen quite a variety of standards etc over the years.
This year:
Stopped in the ocean hotel. Clean tidy fresh and welcoming. Sea view definitely a good choice. Accommodating to minor disability requests of this year. Staff usual combination of mad, friendly and pretty efficient. Site clean and tidy. Rooms - added little touches of swan towels and rose folded toilet roll ends cant help but lmake u smile.

Definitely not the all inclusive type of holiday that it used to be. Very little now included in price especially as kids teenagers. Funfair outside and pool yes, but pretty much everything else additional- -at a minimum I believe of £8 per person per activity the monies soon add up. Thank goodness for pool cards for the weekend etc. For little kids the entertainment is definitely good value.

We used the spa as on previous occasions. £22 per person for 2 hours. A nice break away from the madness. Massages variable prices and quality (have had many experiences of massages over the years.) Staff accommodating to needs but perhaps not all staff as competent at imagination and skills unfortunately.

We chose the new dine around package, thinking more freedom and food choice, paid in advance so no nasty surprises. Or not!! Introduced apparently this weekend alongside new restaurant menus, quite complicated to use, staff not sure how to use and certainly not freedom to eat where u like! Refused entry to one restaurant as allocated to chalet area - and the dine around package is an upgrade!! On complaining to management this is hopefully being addressed. If could be used as suggested it can in the writing, a reasonable value addition to your package- but due to foods running out in the speciality restaurants (unreasonably) hidden supplements etc - definitely not a good buy. And watch junior menu aimed at hungry 14 year old boys. You certainly will need to be paying for extra!!

We would return because all in all I have a special affection for the madness of the British seaside and Butlins. It is close the sea and a small town. It feels safe for the whole family.
Read less",staff accommodating need perhaps not staff competent imagination skill unfortunately,staff competent imagination skill,"['staff', 'competent', 'imagination', 'skill']",Service&Staff
857,512,Bognor,4,"Cracking weekend Having resisted my wife’s efforts to visit Butlins for several years,, I arranged a visit with a 20 person group of friends to visit BR for her surprise 40th birthday celebration.

We had a fantastic time, the room in the Ocean hotel was fine there than the heat (Rooms are so hot) the amenities are all you need and the shows were fantastic, we visited for the adult only Bootleg ball and for sure we will be back, highly recommended.

If I could offer one suggestion to Butlins apart from the heat of the rooms already covered above would be that 09:00 for breakfast starting is a bit on the late side for the early risers and a view that was shared amongst several guests
Read less",fantastic room ocean hotel fine heat room hot amenity need show fantastic visited adult bootleg ball sure back highly recommended,adult bootleg ball,"['adult', 'bootleg', 'ball']",Entertainment&Activities
858,514,Bognor,1,"We love the 70's Our first visit to Butlins

Me and a few friends had a fantastic weekend. The fancy dress cant fault it we all wore pink the pink ladies for a hen do lol. I am definatly coming again everything at our stay clean and tidy. The food in the deck wow so much choice I didnt know where to start. Staff friendly, although on the omlette station my omlettte had been burnt and I explained this to the person and got a rude reply and further telling me they were shutting down the station. Although a friendly team member overheard and approached me and apologised on the persons behalf the staff member from the counters told me the name of the person is steven. We did notice there had been 15 minutes of service left not impressed I ended up eating other food. I felt that a complaint would go no where but please ask staff to be polite we pay good money for most of it a good service. The Trip over all best I have been to I will be returning. I did notice how welcome you all made us feel. A shout out to resort safety they are down to earth and a brilliant laugh.

We thoroughly enjoyed the stayed apart from what we have mentioned.

looking forward to our next booking

Thank you
Read less",although friendly team member overheard approached apologised person behalf staff member counter told name person steven,person behalf staff member counter,"['person', 'staff', 'member', 'counter']",Service&Staff
859,514,Bognor,1,"We love the 70's Our first visit to Butlins

Me and a few friends had a fantastic weekend. The fancy dress cant fault it we all wore pink the pink ladies for a hen do lol. I am definatly coming again everything at our stay clean and tidy. The food in the deck wow so much choice I didnt know where to start. Staff friendly, although on the omlette station my omlettte had been burnt and I explained this to the person and got a rude reply and further telling me they were shutting down the station. Although a friendly team member overheard and approached me and apologised on the persons behalf the staff member from the counters told me the name of the person is steven. We did notice there had been 15 minutes of service left not impressed I ended up eating other food. I felt that a complaint would go no where but please ask staff to be polite we pay good money for most of it a good service. The Trip over all best I have been to I will be returning. I did notice how welcome you all made us feel. A shout out to resort safety they are down to earth and a brilliant laugh.

We thoroughly enjoyed the stayed apart from what we have mentioned.

looking forward to our next booking

Thank you
Read less",although friendly team member overheard approached apologised person behalf staff member counter told name person steven,name person steven,"['name', 'person', 'steven']",FamilyExp
865,521,Bognor,1,"Christmas Fantasy We visited on 14th December 2018 for the Christmas Fantasy experience. We stayed in a self catering apartment in Guillemot way and it was very basic and in need of some thorough cleaning/repairs and TLC.
We arrived a bit late on the Friday and struggled to get parked, I had to get out leaving my partner with the car and kids in order to grab the keys and welcome pack to get in to our apartment as we couldn't find anywhere near to park. It was dark and I struggled to find guest services as I had never been there before (they do not have drive in check in desks like they do in Skegness).
We eventually found our apartment and it was really quite far for us to walk with all our belongings, a baby and two toddlers.
The parking situation is terrible, you have to get there early to get a space, we got there about 8pm and it was stressful trying to offload our belongings, our family and finding a space to park.
The first full day the weather was bad and all the outdoor activities were cancelled which meant that everyone was crammed in to the Skyline and it was horrific, the soft play area was bursting at the seams and we could see children getting knocked over by kids running past so we didn't let ours go in (much to their disappointment), there was not enough tables for us to sit down at and it was hard to see anything on stage as everyone was standing at the sides so you couldn't see anything let alone the toddlers trying to see. It was a struggle walking past as there were people EVERYWHERE trying to watch the entertainment and blocking the way past. There were queues for most things and a noticeable amount of parents having a lot to drink and ignoring their feral children, sometimes you would hear some of them swearing loudly and it made me feel uncomfortable as I don't want my children to be exposed to language like that.
In our guest pack we received tickets to see Santa in the Character theatre at 7pm on Saturday 15th Dec (which I thought was a bit late for a 2 and 4 year old), we assumed there was a show but when we got there we just got in to a long queue on the left hand side of the theatre, the kids called out for Santa who came out on a stage, then just sat down with the kids in their respective family groups on stage, had a brief chat with them, gave them a chocolate selection box and posed for a photo before being told to exit the other side of the stage. A couple of minutes at the most, pretty disappointing.
I have since found out from other people who went at the same time as us, that they all saw a Christmas show in the theatre or had a private Santa experience in his grotto so I'm baffled as to why we didn't receive either of those experiences.
We ate at Papa J's restaurant, it wasn't particularly busy and a few things were forgotten by the staff I.e. plates for the children despite asking for them twice so my partner and I ate our meals off the plates the starters came on. The food was absolutely delicious and fairly good value for money in comparison to some of the other places, I would definitely recommend eating here.
The swimming pool changing rooms were dirty, like really dirty and not necessarily from people using it that day but in desperate need of a deep clean. There were dirty nappies on the floor, bodily fluids including blood smears and bogeys on the walls and the floor was filthy.
I didn't see anyone cleaning in there at any stage, not even wiping the changing room floor which meant we had to put towels down in order to get changed and not get completely covered in dirt which meant our towels were so dirty we couldn't go swimming again during our stay.
We had forgotten the baby's swimming costume and had to look for a suitable suit, well there was only a pair of cheaply made trunks (nothing else in his size) and it cost us £10!!! I mean come on, his little swimsuit from Next didn't even cost that much, it really did take me aback but needs must. Well the trunks didn't fit him in the slightest they were massively too big and kept falling down, I feel that this aspect should be looked in to by Butlins as the trunks were incorrectly sized and extortionate, almost taking advantage of people who have no alternative.
During our time in the pool my partner took my little boy to the loo where a two young lads (one was a lifeguard and the other was dressed all in red) were having a loud conversation about one of the lads having an STI!!! Thankfully my little boy wasn't listening as we didn't fancy explaining to him what an STI was and it's a wholly inappropriate conversation to be having in a place mainly full of children.
By Sunday we had had enough so went off the site and went to Bognor beach and pier for the day and ate in a local pub, The Regis (Brewers fayre) which also had a soft play inside which the kids loved, we returned back to Butlins and decided to pack up and leave early (was due to stay until Monday).
All in all a bit of a let down and wouldn't recommend.
Read less",arrived bit late friday struggled get parked get leaving partner car kid order grab key welcome pack get apartment could not find anywhere near park,partner car kid order,"['partner', 'car', 'kid', 'order']",Parking&Fac
870,521,Bognor,1,"Christmas Fantasy We visited on 14th December 2018 for the Christmas Fantasy experience. We stayed in a self catering apartment in Guillemot way and it was very basic and in need of some thorough cleaning/repairs and TLC.
We arrived a bit late on the Friday and struggled to get parked, I had to get out leaving my partner with the car and kids in order to grab the keys and welcome pack to get in to our apartment as we couldn't find anywhere near to park. It was dark and I struggled to find guest services as I had never been there before (they do not have drive in check in desks like they do in Skegness).
We eventually found our apartment and it was really quite far for us to walk with all our belongings, a baby and two toddlers.
The parking situation is terrible, you have to get there early to get a space, we got there about 8pm and it was stressful trying to offload our belongings, our family and finding a space to park.
The first full day the weather was bad and all the outdoor activities were cancelled which meant that everyone was crammed in to the Skyline and it was horrific, the soft play area was bursting at the seams and we could see children getting knocked over by kids running past so we didn't let ours go in (much to their disappointment), there was not enough tables for us to sit down at and it was hard to see anything on stage as everyone was standing at the sides so you couldn't see anything let alone the toddlers trying to see. It was a struggle walking past as there were people EVERYWHERE trying to watch the entertainment and blocking the way past. There were queues for most things and a noticeable amount of parents having a lot to drink and ignoring their feral children, sometimes you would hear some of them swearing loudly and it made me feel uncomfortable as I don't want my children to be exposed to language like that.
In our guest pack we received tickets to see Santa in the Character theatre at 7pm on Saturday 15th Dec (which I thought was a bit late for a 2 and 4 year old), we assumed there was a show but when we got there we just got in to a long queue on the left hand side of the theatre, the kids called out for Santa who came out on a stage, then just sat down with the kids in their respective family groups on stage, had a brief chat with them, gave them a chocolate selection box and posed for a photo before being told to exit the other side of the stage. A couple of minutes at the most, pretty disappointing.
I have since found out from other people who went at the same time as us, that they all saw a Christmas show in the theatre or had a private Santa experience in his grotto so I'm baffled as to why we didn't receive either of those experiences.
We ate at Papa J's restaurant, it wasn't particularly busy and a few things were forgotten by the staff I.e. plates for the children despite asking for them twice so my partner and I ate our meals off the plates the starters came on. The food was absolutely delicious and fairly good value for money in comparison to some of the other places, I would definitely recommend eating here.
The swimming pool changing rooms were dirty, like really dirty and not necessarily from people using it that day but in desperate need of a deep clean. There were dirty nappies on the floor, bodily fluids including blood smears and bogeys on the walls and the floor was filthy.
I didn't see anyone cleaning in there at any stage, not even wiping the changing room floor which meant we had to put towels down in order to get changed and not get completely covered in dirt which meant our towels were so dirty we couldn't go swimming again during our stay.
We had forgotten the baby's swimming costume and had to look for a suitable suit, well there was only a pair of cheaply made trunks (nothing else in his size) and it cost us £10!!! I mean come on, his little swimsuit from Next didn't even cost that much, it really did take me aback but needs must. Well the trunks didn't fit him in the slightest they were massively too big and kept falling down, I feel that this aspect should be looked in to by Butlins as the trunks were incorrectly sized and extortionate, almost taking advantage of people who have no alternative.
During our time in the pool my partner took my little boy to the loo where a two young lads (one was a lifeguard and the other was dressed all in red) were having a loud conversation about one of the lads having an STI!!! Thankfully my little boy wasn't listening as we didn't fancy explaining to him what an STI was and it's a wholly inappropriate conversation to be having in a place mainly full of children.
By Sunday we had had enough so went off the site and went to Bognor beach and pier for the day and ate in a local pub, The Regis (Brewers fayre) which also had a soft play inside which the kids loved, we returned back to Butlins and decided to pack up and leave early (was due to stay until Monday).
All in all a bit of a let down and wouldn't recommend.
Read less",guest pack received ticket see santa character theatre saturday dec thought bit late old assumed show got got long queue left hand side theatre kid called santa came stage sat kid respective family group stage brief chat gave chocolate selection box posed photo told exit side stage,santa character theatre saturday dec,"['character', 'theatre', 'saturday', 'dec']",Entertainment&Activities
871,521,Bognor,1,"Christmas Fantasy We visited on 14th December 2018 for the Christmas Fantasy experience. We stayed in a self catering apartment in Guillemot way and it was very basic and in need of some thorough cleaning/repairs and TLC.
We arrived a bit late on the Friday and struggled to get parked, I had to get out leaving my partner with the car and kids in order to grab the keys and welcome pack to get in to our apartment as we couldn't find anywhere near to park. It was dark and I struggled to find guest services as I had never been there before (they do not have drive in check in desks like they do in Skegness).
We eventually found our apartment and it was really quite far for us to walk with all our belongings, a baby and two toddlers.
The parking situation is terrible, you have to get there early to get a space, we got there about 8pm and it was stressful trying to offload our belongings, our family and finding a space to park.
The first full day the weather was bad and all the outdoor activities were cancelled which meant that everyone was crammed in to the Skyline and it was horrific, the soft play area was bursting at the seams and we could see children getting knocked over by kids running past so we didn't let ours go in (much to their disappointment), there was not enough tables for us to sit down at and it was hard to see anything on stage as everyone was standing at the sides so you couldn't see anything let alone the toddlers trying to see. It was a struggle walking past as there were people EVERYWHERE trying to watch the entertainment and blocking the way past. There were queues for most things and a noticeable amount of parents having a lot to drink and ignoring their feral children, sometimes you would hear some of them swearing loudly and it made me feel uncomfortable as I don't want my children to be exposed to language like that.
In our guest pack we received tickets to see Santa in the Character theatre at 7pm on Saturday 15th Dec (which I thought was a bit late for a 2 and 4 year old), we assumed there was a show but when we got there we just got in to a long queue on the left hand side of the theatre, the kids called out for Santa who came out on a stage, then just sat down with the kids in their respective family groups on stage, had a brief chat with them, gave them a chocolate selection box and posed for a photo before being told to exit the other side of the stage. A couple of minutes at the most, pretty disappointing.
I have since found out from other people who went at the same time as us, that they all saw a Christmas show in the theatre or had a private Santa experience in his grotto so I'm baffled as to why we didn't receive either of those experiences.
We ate at Papa J's restaurant, it wasn't particularly busy and a few things were forgotten by the staff I.e. plates for the children despite asking for them twice so my partner and I ate our meals off the plates the starters came on. The food was absolutely delicious and fairly good value for money in comparison to some of the other places, I would definitely recommend eating here.
The swimming pool changing rooms were dirty, like really dirty and not necessarily from people using it that day but in desperate need of a deep clean. There were dirty nappies on the floor, bodily fluids including blood smears and bogeys on the walls and the floor was filthy.
I didn't see anyone cleaning in there at any stage, not even wiping the changing room floor which meant we had to put towels down in order to get changed and not get completely covered in dirt which meant our towels were so dirty we couldn't go swimming again during our stay.
We had forgotten the baby's swimming costume and had to look for a suitable suit, well there was only a pair of cheaply made trunks (nothing else in his size) and it cost us £10!!! I mean come on, his little swimsuit from Next didn't even cost that much, it really did take me aback but needs must. Well the trunks didn't fit him in the slightest they were massively too big and kept falling down, I feel that this aspect should be looked in to by Butlins as the trunks were incorrectly sized and extortionate, almost taking advantage of people who have no alternative.
During our time in the pool my partner took my little boy to the loo where a two young lads (one was a lifeguard and the other was dressed all in red) were having a loud conversation about one of the lads having an STI!!! Thankfully my little boy wasn't listening as we didn't fancy explaining to him what an STI was and it's a wholly inappropriate conversation to be having in a place mainly full of children.
By Sunday we had had enough so went off the site and went to Bognor beach and pier for the day and ate in a local pub, The Regis (Brewers fayre) which also had a soft play inside which the kids loved, we returned back to Butlins and decided to pack up and leave early (was due to stay until Monday).
All in all a bit of a let down and wouldn't recommend.
Read less",guest pack received ticket see santa character theatre saturday dec thought bit late old assumed show got got long queue left hand side theatre kid called santa came stage sat kid respective family group stage brief chat gave chocolate selection box posed photo told exit side stage,hand side theatre kid,"['hand', 'side', 'theatre', 'kid']",FamilyExp
872,521,Bognor,1,"Christmas Fantasy We visited on 14th December 2018 for the Christmas Fantasy experience. We stayed in a self catering apartment in Guillemot way and it was very basic and in need of some thorough cleaning/repairs and TLC.
We arrived a bit late on the Friday and struggled to get parked, I had to get out leaving my partner with the car and kids in order to grab the keys and welcome pack to get in to our apartment as we couldn't find anywhere near to park. It was dark and I struggled to find guest services as I had never been there before (they do not have drive in check in desks like they do in Skegness).
We eventually found our apartment and it was really quite far for us to walk with all our belongings, a baby and two toddlers.
The parking situation is terrible, you have to get there early to get a space, we got there about 8pm and it was stressful trying to offload our belongings, our family and finding a space to park.
The first full day the weather was bad and all the outdoor activities were cancelled which meant that everyone was crammed in to the Skyline and it was horrific, the soft play area was bursting at the seams and we could see children getting knocked over by kids running past so we didn't let ours go in (much to their disappointment), there was not enough tables for us to sit down at and it was hard to see anything on stage as everyone was standing at the sides so you couldn't see anything let alone the toddlers trying to see. It was a struggle walking past as there were people EVERYWHERE trying to watch the entertainment and blocking the way past. There were queues for most things and a noticeable amount of parents having a lot to drink and ignoring their feral children, sometimes you would hear some of them swearing loudly and it made me feel uncomfortable as I don't want my children to be exposed to language like that.
In our guest pack we received tickets to see Santa in the Character theatre at 7pm on Saturday 15th Dec (which I thought was a bit late for a 2 and 4 year old), we assumed there was a show but when we got there we just got in to a long queue on the left hand side of the theatre, the kids called out for Santa who came out on a stage, then just sat down with the kids in their respective family groups on stage, had a brief chat with them, gave them a chocolate selection box and posed for a photo before being told to exit the other side of the stage. A couple of minutes at the most, pretty disappointing.
I have since found out from other people who went at the same time as us, that they all saw a Christmas show in the theatre or had a private Santa experience in his grotto so I'm baffled as to why we didn't receive either of those experiences.
We ate at Papa J's restaurant, it wasn't particularly busy and a few things were forgotten by the staff I.e. plates for the children despite asking for them twice so my partner and I ate our meals off the plates the starters came on. The food was absolutely delicious and fairly good value for money in comparison to some of the other places, I would definitely recommend eating here.
The swimming pool changing rooms were dirty, like really dirty and not necessarily from people using it that day but in desperate need of a deep clean. There were dirty nappies on the floor, bodily fluids including blood smears and bogeys on the walls and the floor was filthy.
I didn't see anyone cleaning in there at any stage, not even wiping the changing room floor which meant we had to put towels down in order to get changed and not get completely covered in dirt which meant our towels were so dirty we couldn't go swimming again during our stay.
We had forgotten the baby's swimming costume and had to look for a suitable suit, well there was only a pair of cheaply made trunks (nothing else in his size) and it cost us £10!!! I mean come on, his little swimsuit from Next didn't even cost that much, it really did take me aback but needs must. Well the trunks didn't fit him in the slightest they were massively too big and kept falling down, I feel that this aspect should be looked in to by Butlins as the trunks were incorrectly sized and extortionate, almost taking advantage of people who have no alternative.
During our time in the pool my partner took my little boy to the loo where a two young lads (one was a lifeguard and the other was dressed all in red) were having a loud conversation about one of the lads having an STI!!! Thankfully my little boy wasn't listening as we didn't fancy explaining to him what an STI was and it's a wholly inappropriate conversation to be having in a place mainly full of children.
By Sunday we had had enough so went off the site and went to Bognor beach and pier for the day and ate in a local pub, The Regis (Brewers fayre) which also had a soft play inside which the kids loved, we returned back to Butlins and decided to pack up and leave early (was due to stay until Monday).
All in all a bit of a let down and wouldn't recommend.
Read less",guest pack received ticket see santa character theatre saturday dec thought bit late old assumed show got got long queue left hand side theatre kid called santa came stage sat kid respective family group stage brief chat gave chocolate selection box posed photo told exit side stage,respective family group stage,"['family', 'group', 'stage']",FamilyExp
