,Name,Category,Town,Type,Contributions,Title,Review,Rating,Date,LocCode,Cuisine,Score
210,Village House,Accommodation,Arundel,B&B/Inn,12,Village house hotel,"Looks lovely from outside. However the rooms are so old and in need of renovation. Rooms
Iook like a care home. Food average. Had to wait a long time for breakfast & this was annoying as we were in a hurry to leave.",2,1.0,2.0,0,1
211,Mustards,Food,Bognor, Restaurant,90,Best Sirloin ,"Great service and food . We had a large group and everyone commented on how good their meal was . I opted for the sirloin which I don’t normally choose and it was probably the best I have had , cooked to perfection. The staff were very attentive and the whole evening was a success and the entire party all enjoyed themselves.. This restaurant is a great addition to the town and hopefully it continues like that and doesn’t allow the bar to get overrun by loud young men from the town spoiling it for the diners ..",5,1.0,1.0,Other,0
212,Parsons Table,Food,Arundel, Restaurant,242,Parsons Table - excellent lunch,"We'd booked well in advance and saw several parties who hadn't booked, walk away as there were no available tables. It started badly for me, as the Vegetarian options (Gnocci and Cauliflower) were ones that I'd had recently elsewhere and didn't want again. I explained this and they asked what I'd like; they rose to the occasion and presented us with a lovely three course lunch. We had an excellent Sancerre to accompany the meal.
Truly excellent.",5,3.0,2.0,Other,0
213,Fusion,Food,Bognor, Restaurant,18,Not impressed,"Six of us visited to celebrate a birthday on a Friday evening. We were the only customers in the restaurant. Ordered our pizzas, first one arrived, then over five minutes later the next pizza arrived, then over five minutes later the next one arrived.... you get my drift. By the time the last pizza arrived the first one was nearly finished. Round pizzas served on square plates overhanging the edges! Weird. No choice of red wine. Extremely confusing gin list. Music far too loud. Personally I won't be going back. I wish i had read the previous reviews about them only being able to cook one pizza at a time.",2,4.0,1.0,Italian/Pizza,1
214,Spotted Cow,Food,Littlehampton, Pub/Bar,10,Tasteless turkey,"Been here 4years running for our Christmas do and the turkey has always been the best, this year however I think they must have a new supplier (cheaper) it’s was tasteless and could have been anything! The whole place appears to have gone downhill , desperately needs a shake up as this used to be a fantastic pub!",1,4.0,0.0,British,1
215,Black Horse,Food,Arundel, Pub/Bar,1,Father’s Day Lunch - rude manager !,"We visited the Black horse for Father’s Day for Sunday
Lunch and waited over and hour for our Main course,
and when I mentioned this to the Manager he was
extremely rude and not sympathetic to his customer
at all - he just seemed to think he was in the right and
didn’t seem to have the no how to deal with the situation
just have an aggressive manner, after this confrontation
we all got up and left his pub as we didn’t feel welcome
and we also felt why should we spend our money with
such an arrogant manager at the helm, we will certainly
not return!!!",1,2.0,0.0,British,1
216,Establo Lounge,Food,Littlehampton, Pub/Bar,3,Vastly improved,"Having visited Establo a few months ago in the summer and having to leave a less than impressive review, I am happy to have had a much better experience this week. It seems a lot more organised, staff are clearing tables faster, the food now arrives hot instead of cold - overall a much more enjoyable time at Establo! It was a great addition to the village when it first opened and that enthusiasm had somewhat lacked in the last year. However it seems it is back on track and thriving once again!!",5,4.0,0.0,British,0
217,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,28,Awful,"Booked a table for 7 place was In chaos. Sat and had to ask the waiters in the end to take our order 25 mins later the drinks arrived . Salad bar was disgusting hardly any choices with mess and old food, bowls were dirty. We then waited for an hour and no food arrived so we walked out in the end. Such a shame as it spoilt the evening . Drinks arrived in dirty glasses too :( don’t go there unless you like a long wait dirty salad bar and chaos",1,2.0,2.0,British,1
218,George & Dragon,Food,Arundel, Pub/Bar,2,Evening meal with grandparents,Fantastic food great service and friendly traditional atmosphere definitely worth a visit highly recommend!!,5,2.0,0.0,British,0
219,McDonald's,Food,Bognor, Fast Food/Takeaway,8,Bad language,I don’t appreciate coming to McDonald’s with my children on Friday evening 4th October and two colleagues (females with glasses and a black high bun each) talking to each other and one of them says “for f@£k sake” in front of my 9 and 6 year old. NOT IMPRESSED. Thought this restaurant was meant to be family friendly!!,1,4.0,3.0,British,1
220,Ye Olde Fish and Chippe Shoppe,Food,Bognor, Fast Food/Takeaway,9,A local gem,Well worth a visit - fish cooked to order so there is a small but worthwhile wait. The quality of the fish and batter is exceptional. Pies are made by the butcher next door.,5,3.0,2.0,Seafood,0
221,Avisford,Accommodation,Arundel,Hotel,31,How can Hilton have a Hotel like this?,"I stay in many hotels around the world and have stayed in various Hilton’s where you expect a certain quality, hence the reason I booked this hotel for a weekends stay whilst at the GoodWood Members Meeting.

I was shocked when I walked into my room to see how poorly kept and badly maintained the room was.

Wallpaper was stained and peeling off the walls.

Skirting boards were cracked and coming away from the walls.

Ceiling in the room was showing cracks and starting to bow.

Ceiling and walls in the bathroom were covered in damp patches and the paint was flaking off.

Dead flies on window sill and all edges of the window the sealant was cracked and covered in grime.

For the price I paid this is honestly the worst Hotel I have ever stayed in and the Hilton should be ashamed to be charging people to stay in such a shocking environment.

When I approached the front desk staff they said they would offer me a discount of £20 as a good will gesture.

STAY AWAY
Read less",1,2.0,2.0,0,1
222,Butlins,Accommodation,Bognor,Hotel,4,Xmas fantasy,"We have been coming to butlin's for the last four years and we have always enjoyed it. 2 out of the 4 visits was with the sun but this year we have booked direct. The only complaint we have is that so many of the people who booked with the sun get upgraded, we have never had that privilege and just wandered if people who book direct ever have that privilege. Apart from that query we would recommend it whole heartedly. The staff the entertainment is brilliant but the queue is horrendous for the pantomime we had to queue for an hour to get a seat where our grandson could see. I think that it is unrealistic to expect children to queue for this length of time.
As we have already booked for this December shows that we love butlin's at Christmas
Thanks butlin's for making my grandson a very happy boy.
Read less",5,1.0,2.0,0,0
223,Butlins,Accommodation,Bognor,Hotel,0,Bognor Vs skegness,"I've been going to Skegness for about 5 years in a row so decided to try bognor for a change, it cost £100 more and was worth £100 less. As soon as we arrived we were sent to wrong check in point. Back to right one with all our luggage. Given our accomodation details as far away as possible from check in building to find it was already occupied. Back all the way to check in to be asked if I'd gone to the right place. They checked up and blamed a""misprint"" with booking reference sent to so called gold apartment that looked like a silver quality with extra bits added. Damp smell in dishwasher area. On Thurs night around midnight there was a slug near dishwasher. No rain all week so that wasn't the cause of it. Complained on Fri morn to guest services and "" they can't help what comes in from outside"" no apology or anything. 1st and last holiday in Butlins bognor. Fairground apartment in Skegness last year was10 times better for about £100 less
Read less",1,4.0,0.0,0,1
224,Sen,Food,Bognor, Restaurant,1,excellent!!!,"This is the best place in Bognor. amazing food, amazing people, amazing atmosphere!! highly recommended if you want to eat the best seafood in bognor and feel the mediterranean atmosphere.",5,1.0,0.0,Other,0
225,Butlins Fish and Chips,Food,Bognor, Restaurant,100,Shout out to Karim & Emily,"We came here (Butlins) for a 60th birthday celebration weekend knowing we would want some food when we arrived on Friday night, and Friday being the day of fish and chips we headed straight here.
There was 11 of us in total and from the moment we arrived to the time we left we were all really well looked after by Karim and his team.
The drinks menu is pretty comprehensive for a chip shop restaurant and myself and my partner enjoyed a couple of delicious cocktails (2 for £10) while others had wine, beer and soft drinks.
Food order was taken by Emily and it all came out pretty promptly. I had the chicken pie and I can honestly say it's the best pie I have had for a long while and everyone else commented how tasty their food was.
Everyone's food was hot, plentiful and very tasty. Not an empty plate at the table.
Might be coming back for a homemade fish finger sandwich for lunch today......
Thank you again Karim and Emily for a lovely meal, great service and lovely atmosphere.",5,1.0,2.0,Seafood,0
226,"Papa Johns, Butlins",Food,Bognor, Fast Food/Takeaway,13,Family day,"Greeted with a smile from Amanda, served efficiently and friendly staff. We had the buffet lunch which the kiddies loved. Pizza was hot and salad was lovely and fresh with a great choice. Will definitely be back on our next day out at butlins.",5,3.0,0.0,Italian/Pizza,0
227,Black Rabbit,Food,Arundel, Pub/Bar,6,Oh dear...,"First the good points...the location is wonderful, the staff are reasonable. But...the food has never been it's strong point. Popped in last night and had 2 prawn and avocado starters, a single portion of sweet potato fries , a pint and an apple juice (£28!). The picture does not do full justice to the food, old mushy brown speckled avocado, tasteless scraggy tiny bits of prawn and a tasteless watery sauce. Chaps, must try harder, this was appalling. 5 stars for location, as for the rest ...Oh dear.",2,2.0,1.0,British,1
228,Fino,Food,Bognor, Restaurant,27,Lovely meal,"We had read a lot of bad reviews about Fino but we decided to give it a try.
We went with friends and had a lovely evening. The staff are very friendly and efficient. The food was good and plenty of it. Previous complaints said the portions were small but for us they were ample. All our dishes were beautifully cooked and flavoursome. We were so impressed we have booked for Valentine Day.",5,1.0,1.0,Italian/Pizza,0
229,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,27,Shocking,"I have given this place chances across 7 years of travelling to Littlehampton to visit family but have never had a decent meal.

This one actually topped it though. Went for breakfast - took 40 minutes for our cold breakfast to be brought to us.
Mine was freezing cold and the plate swimming in grease so I returned it and asked for it to be taken off of the bill. No problem.

When we went to pay, my husband explained the issue to the member of staff and that we have had previous issues to which her blasé response was ""well, I recommend you stop coming back then. It's just as bad to work here"".

Explains everything.",1,3.0,2.0,British,1
230,The Thatched House,Food,Bognor, Gastropub,48,Great place for a drink and/or meal,Welcomed immediately by attentive staff. Excellent meals and drinks by our part of six. Will return soon.,5,4.0,1.0,British,0
231,Wheatsheaf,Food,Bognor, Pub/Bar,51,Inexpensive but uninspiring and not worth eating out for,"We ate on a Monday night enticed by the ""kids eat for £1"" offer.
Walking in from the carpark you have to enter through the bar and everyone turned to look at us. I strongly considered leaving and going elsewhere. It just felt too pubby to be a family dining venue.
The kids were happy enough with their mini toad in the hole - it really was mini though, shame a larger version isn't available for older kids as at least it's a bit different to the options on every other kids menu.
I ordered a pie which was really not worth it - I'd have got a better one out of a freezer box from the supermarket.
Hubby got sausage and mash which were fine.
The kids of course wanted the build your own sundae which they were pleased with.
Service was slow, no one came to clear our plates and I had to chase up on our food as it was taking so long to appear.
Overall if you are eating out for anything other than necessity I wouldn't bother.",2,3.0,3.0,British,1
232,Establo Lounge,Food,Littlehampton, Pub/Bar,17,lunch on sunday,"we went here for the first time last sunday for breakfast, the staff all seem nice and polite, but when the food came it wasn't very warm, egg wasn't cooked properly and there was a hair in mine, I also asked for no chocolate on my capp, it came with chocolate, she offered to change it, but I just had it . I mentioned this to the bar staff, and they said sorry, so we gave it another go today, thinking maybe it was a one off, the egg was good and no hair, but the food was stone cold, and again cappo had chocolate, also the brown and white toast mixed up on wrong plates, my husband doesn't like me to complain, he just says no fuss, we wont come back, I totally agree with him on this point we will not b back. I also saw that dogs are allowed inside the pub where people are eating, I personally don't like this.",1,2.0,1.0,British,1
233,The Mezze,Food,Bognor, Restaurant,97,Fun eve out with great food and atmosphere ,Group of us on a sat eve. Relaxed atmosphere even though a busy restaurant. Several large groups so service was a bit slow but the food was absolutely fabulous and worth the wait. Table of eight but my friend and I had the mezze for two. Yummy and lots of it. Liked the interaction between waiters and customers. Bongo playing for happy birthday. I may have got up and danced with them and showed them some belly dance moves. Really enjoyable eve. Not too expensive. Will defo go again x,5,2.0,1.0,Other,0
234,La Campagnia,Food,Arundel, Restaurant,752,New Years Eve,Got a table on New Years Eve without a booking. However restaurant was fairly full. Menu very Italian and had all the usual suspects. All the food and wine were very good. Nice evening.,4,1.0,1.0,Italian/Pizza,0
235,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,39,What a difference a week made,"Me and my family visited this harvester on the 2nd of June and the service was brilliant, couldn't fault it. But one week later wow. on the 9th June we Visited again. I had a operation on my mouth and couldn't eat much so i only wanted a few spoon full of my sons yogurt and a sip off his coffee. But i was told i had to pay £3.99 for 2 spoons of yogurt and £2.99 for a sip off coffee. the way the waiter and manger spoke to me i was so embarrassed and felt so upset. A few time before that at different harvesters they let me do it.",1,2.0,2.0,British,1
236,The Burger Shop,Food,Arundel, Restaurant,3,Very disappointing experience,Kept my husband and son waiting a long time to have drinks and food order taken last night. An unfortunate mix up with the staff led to this. Husband’s drink had blue tissue in it. To be fair he didn’t raise this as an issue and I am sure it would have been resolved if he had but by that stage he just wanted to pay and leave. Food ok. Overall a very disappointing experience.,2,3.0,2.0,Other,1
237,Butlins Fish and Chips,Food,Bognor, Restaurant,3,Best restaurant in Butlins,"During our stay we visited most of the food outlets in the resort. In my opinion this was the best food with the best service. Whilst my family had the traditional fish and chips, I had the Sea Bass. All the food was cooked well and well presented. The staff were cheerful and attentive. In fact, one of the chefs came out and did magic tricks with the children. I would recommend this venue to anyone staying in Butlins.",4,3.0,2.0,Seafood,0
238,Reema,Food,Littlehampton, Restaurant,1,Terrible,"No Indian taste is all rubbish .customer service is horrible.
Nonsense restaurant rule if u are 3 people u have to order 3 main course. What kind of uk law is this ??",1,1.0,0.0,Indian,1
239,Butlins,Accommodation,Bognor,Hotel,10,Poor,"The new Splash pool changing rooms are absolutely disgusting. The floors are covered in gunk. There was a soiled nappy trapped between the baby changing unit and the wall in our changing unit - woman at front desk seemed utterly uninterested. I was expecting Splash to be something better than, or at least on a par with Centre Parcs - it is nowhere near that level. Woburn Forest which was opened 5 years before this over-hyped Butlins water park is just head and shoulders above it. Main buildings are very tired and worn looking. We had a photo shoot at Splash and after we had walked around the pool areas taking photos were told to return the next day, I explained the next day we would be about 200 miles away, and asked why I wasn't explained that beforehand, girl shrugged and said contact guest services. Went to guest services, closed. Phoned them the next day, then told to phone photo booth, several calls later was told I couldn't have them due to GDPR. Contacted customer service ... not interested in my issue, nor my time being wasted like this, and when I said that they should tell customers that if their photos were taken after 4pm, that they had to be in the resort in person the next day to collect them (ie not to waste our time as customers in a fruitless excercise), customer service respond, and I quote 'your comments regarding this being communicated to guests will be kept in mind for future discussions'. That they will only 'keep' this 'in mind' for 'future discussions' makes me think someone needs firing in their customer service department, and as for my wasted time just an empty word 'sorry', not even ""oh hey look you wasted part of your day and an hour or so trying to get your photos by contacting guest services, etc, as the girl advised you to do, here's a 5 pence voucher to buy a sweetie"". I got nothing for that, just ""Yeah, sorry about that"". If you think that is customer service, honestly you need to have a massive rethink.
Read less",1,3.0,2.0,0,1
240,Robin Hood,Food,Bognor, Pub/Bar,6,Terrible experience in restaurant,Inedible food. Both meals returned. Offered a complimentary dessert but declined. Manager didn't even come over and apologise.,1,3.0,2.0,British,1
241,WWT Wetland,Attractions,Arundel,Nature/Gardens,23,Always a great day out,"Love visiting here as it's really accessible for me in my manual wheelchair. There's plenty to see on the way round and the majority of paths are tarmac or boardwalk with only a few slopes - the route to the butterfly garden is woodchip (I think) so that's more tricky to wheel over and I've only tried that once because it's too difficult. Hides have ramps and wheelchair areas inside, so you can get up close to the wildlife.

Since visiting earlier this year, they've improved accessibility even further by getting rid of the manual double doors and replacing with a wide single door which is operated by a push pad, making it much easier to open.

Staff are always friendly, I once had to get a chap to push me back up the slope from the pond dipping shed because it's very steep, and he was very helpful.

Diving duck feed is fun and informative and the boat trip is always a treat, staff friendly and knowledgeable, and it's a lovely way to relax after wandering round.
Read less",5,3.0,2.0,0,0
242,Parpadelle,Food,Arundel, Restaurant,1,Always delightful,"One of our favourite stops. The staff at Osteria (which we have nicknamed 'copper tables') always provide smiles, friendly greetings to go alongside beautifully presented coffee, delicious cakes and yummy food. Even when dealing with 'difficult' people which we witnessed today ( If you do not want to share a table don't go to a restaurant where long sharing tables are a feature !!!) the service at Osteria is first rate.",5,1.0,3.0,Italian/Pizza,0
243,Premier Inn Littlehampton,Accommodation,Littlehampton,Hotel,123,Not to the usual standard,"I have visited and stayed at many Premier Inn hotels and this is one of the worst. I spent 2 weeks in the annex on the ground floor and the sound proofing between the upper and lower floors is non existent. At 5am every morning the elephant in the room above me started to get ready for work but, what sounded like training circuits in military boots. The pub restaurant next door and part of the hotel group would get minus 3 points from me. Dirty, plaster hanging off the walls, feet stick to the carpet and food terrible. Come on Whitbread spend some of the Costa money on you hotels
Read less",2,2.0,0.0,0,1
244,Charcoal Grill Meze,Food,Bognor, Pub/Bar,4,Twice in one week!,"Yes .... good enough to warrant two visits in one week ... good menu, wonderful flavours, generous portions & great hospitality in pleasant surroundings. A special mention to Neil for introducing us to owners & chefs alike & for ensuring both visits were so memorable. Good luck guys in your new venture.",5,3.0,2.0,Other,0
245,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,3,Great food ,"Called in for a meal after being out for the morning, were seated straight away and offered drinks that arrived quickly.
We both ordered a burger meal, they were very nice.
The staff were friendly (Megan and Lucy) were our waitresses.
After we were offered a dessert but we couldn’t eat anything else.
We will be returning there again with family and/or friends as is a nice friendly atmosphere with good service...",5,2.0,1.0,British,0
246,Sea View,Accommodation,Littlehampton,Hotel,35,Excellent Meal,"Visiting friends in East Preston who took us to the Seaview. Excellent varied menu, friendly helpful staff. Had the veggie cottage pie with cheese mash & fresh veggies. This was so tasty with beautifully cooked veg. All the meals were fresh & beautifully presented. All four of us felt the atmosphere was great. You can also take dogs here if you wish. Will definitely go back when we come to visit our friends again.",5,3.0,2.0,0,0
247,Cardanom Bay,Food,Bognor, Restaurant,1,Disappointing,"Let me say at the outset that this is a popular restaurant that has a good reputation. On the Saturday night we visited it was busy and people seemed to be enjoying themselves. The ambience is good and the staff are friendly and attentive. But...we had a bit of a nightmare. One dish had to be returned uneaten as it was too tough to cut, never mind eat, And of the other three starters and two mains we tried there was a distinct lack of flavour or spice. Perhaps we were just unlucky, a busy restaurant on a Saturday night with a chef under pressure, but spending £107 for three people (no deserts but a few drinks) we were so disappointed. When the meal peaks with the poppadoms you’ve got to be a bit deflated, and on this occasion it did.",2,2.0,0.0,Indian,1
248,Establo Lounge,Food,Littlehampton, Pub/Bar,121,Very cozy atmosphere,"We met friends here on a chilly Monday night. It was fairly quiet with only a couple of tables taken but that didn’t detract from the atmosphere. I ordered a vegetarian dish and my husband had a burger, not very big but nice. The menu is quite varied along with tapas which we didn’t try. We had churros with chocolate and caramel sauce which were scrumpy. I would definitely visit again when in the area. Apparently it’s fab in the summer with an outside veranda and the doors slid open.",4,1.0,3.0,British,0
249,WWT Wetland,Attractions,Arundel,Nature/Gardens,987,Loved it,"It was a wet day but we enjoyed the wildlife and the excellent cafe for tea. Good shop too! Bring a brolly!
Read less",4,2.0,2.0,0,0
250,White Horses,Accommodation,Bognor,B&B/Inn,0,Lovely comfortable stay witb delicious breakfast,Had a lovely stay whilst visiting family. Stayed on my own with 2 young children. Very friendly and helpful hosts. Breakfast is delicious! Beds are very comfortable and room is very clean yet homely. Great value!,5,2.0,0.0,0,0
251,The Roundstone,Food,Littlehampton, Pub/Bar,1,Birthday meal,Lovely staff very helpful but food was poor not very hot small portions was shocked at the state of the chairs upholstery was stained really bad looked dirty would not go back such a shame as everyone was so nice that served us I had pie over cooked most of my friends had apple pie but was very small & not hot all served on cold plates,2,4.0,0.0,British,1
252,Moathouse Café,Food,Arundel, Café,17,The morning after the night before!!,"Fantastic cafe serving fantastic food from extensive menu. All freshly cooked. Had, full English, 2 vegetarian breakfasts and smoked salmon on toast with poached eggs. Brilliant value for menu. 100% recommended. Will be going again",5,3.0,2.0,British,0
253,Premier Inn Littlehampton,Accommodation,Littlehampton,Hotel,28,Yet another stay at this hotel,"We have stayed here many times now and find the staff first class and the rooms clean and everything works as it should, the breakfast is always cooked to order and the choice is varied , altogether a pleasant stay again.
Read less",5,3.0,2.0,0,0
254,Church Farm,Accommodation,Littlehampton,AccomOther,53,Nostalgic trip back to Church Farm,"We came here on the Sun Newspaper £9.50 holidays and I chose Church Farm as I had many holidays and happy memories coming here every year as a child before Haven took it over so it was a real nostalgic experience.
We were greeted by Ray who is on the security gate as you enter, very nice chap who made us very welcome. The check in staff were very professional and polite.
When I booked the holiday I upgraded to a comfort plus caravan and we were extremely happy with it as it had multi room heating, as the weather was very cold this was a bonus. We were in Ballast Rise which isn’t too far away from the entertainment and swimming pool etc so it was a nice short walk to get there.
Our only gripe when we entered the van was that the cleaners hadn’t hoovered the floor and dining benches and they were covered in bread crumbs.
We were given a three bedded caravan and this was very welcome as when we hired a high chair for my friends little toddler the very helpful chap that bought it along didn’t hesitate when I asked if he could move the single beds in one of the rooms so we could place the travel cot in there.
You will need to bring your own cleaning products i.e washing up liquid, washing up sponges and tea towels and oven gloves. There’s lots of cutlery, utensils and crockery supplied though. Nice big TV too.
The park is very well maintained, we loved the indoor swimming pool, the amusement arcade and soft play area was such fun for the little one. There is a restaurant called Mash and Barrel which we ate in one afternoon, the food was really good. There is a shop on site too, but further down the road is a local Tesco express and near the seafront is a CoOp.
We also used the local Chinese takeaway along the road just about a one minute drive from the site called Jasmines, very good food.
We will definitely come here again and looking forward to next time.
Read less",5,2.0,2.0,0,0
255,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,1,2 stars,Customer service was shocking. Food was alright but bought out while still eating the salad bowl and was just dumped on the table,2,3.0,0.0,British,1
256,The Lamb Inn,Food,Bognor, Pub/Bar,23,Good food ,"Just come back from the Lamb 2nd time this week food is excellent for the money,very good service by the girls who know what they are talking about food wise.
Will be going back next time we are down
From Birmingham",5,2.0,2.0,British,0
257,The Swan,Food,Arundel, Gastropub,590,Hopefully just a blip,The food and service have been pretty good recently but the menu seems to have gone too fancy. Spicy harissa lamb was not just rare it was uncooked and wasn’t really spicy. Tried hard with the fish pie but I succumbed finally to the lack of seasoning and abundance of dill. Shame because it’s a great pub.,2,3.0,2.0,British,1
258,Riverside,Accommodation,Bognor,AccomOther,1,Terrible derelict site,"We've just come back from our 4 night stay and we'll never go back ever again. The caravan was filthy with ripped and black sofas. The site looked derelict with a shut locked up soft play, not a single soul in the swimming pool area. We had a basic bronze caravan so we didn't expect much but clean would be nice. We ended up sleeping there but dining out and spending our days out in Butlins instead. Will never go back again.",1,3.0,0.0,0,1
259,Bognor Museum,Attractions,Bognor,Historical/Culture,27,Interesting and free !,"Great to visit rain or shine ! Lots of interesting displays ! Set in a nice old building, this museum just a stones throw from the front is a great must see for all ages !
Read less",5,4.0,1.0,0,0
260,Butlins,Accommodation,Bognor,Hotel,11,Awful stay,"I booked a 4 night break to Butlins in Bognor Regis for my son’s 2nd birthday. We arrived on Monday 10th June to find there was no entrance for those on foot (we travelled by train) we then had to stand in the pouring rain until a staff member found our booking and told us where to check in. You cannot enter your apartment until 4pm so that is a waste of 1 day. We got to our standard apartment in Egret Avenue to discover cigarette ends and broken glass outside the door. Entering the property there was a distinct smell of cannabis. It got worst the more I looked around the apartment. The table was broken, there was thick dust everywhere, the kitchen sides hadn’t been cleaned, there was chunks missing out the floor and table, the bathroom had blood marks on the walls and hair/dust everywhere. The toilet was broken and the whole apartment needed renovating. There was no way I was staying in that apartment regardless of price. I complained to the lady in the Oyster Bay Reception and showed her the pictures of the apartment. She rang someone who said I can be moved to a different apartment. Luckily enough we were moved right next door to my sister and her family. We decided to check out what the resort had on offer... except everything was shut except the arcades and a few restaurants. I assumed it was because it was late in the evening. The next morning my fiancé was making us a cup of tea when the kettle blew up and threw boiling water all over the kitchen narrowly missing my son. This had also tripped the electrics meaning we had no electricity. My partner went to guest services and explained what had happened. He was told it was a priority and would be sorted within 2 hours and someone would come and clean up the water. We stayed in the apartment for 3 hours waiting, but no one turned up. We had to go out as my son was throwing an absolute fit at being stuck indoors. I assumed someone may come and sort it whilst we were out. Unfortunately not. We got home to no electricity and a wet floor still. My fiancé decided to sort the electrics himself and we cleaned up the floor. My fiancé is Type 1 diabetic and needs the fridge to keep his insulin cold. Luckily the fridge remained at a cool level. We never heard anything back from guest services or maintenance during our short stay. We then decided to take advantage of the new swimming pool. Unfortunately the main pool and wave pool was much too cold for my son. He ended up with blue lips so we had to leave there. The children's pools were warm, but much too crowded to actually do anything. We then decided to do some rides, only to find it all shut down. We had no idea that pretty much everything on the resort shuts at 5pm. In summer. Including the pool. This is ridiculous. We decided to go and try The Diner for dinner... which was shut. Then we thought we will try Scoop the ice cream parlour, this was also shut. By this point I had already had enough. What the hell did I pay £400+ for? They charge you for EVERYTHING regardless if you have a pass. Want to ride a go cart? That’s £6 per go! Want to ride a dune buggy? That’s £2 for 1 go. Want to ride the new VR machines? That’s £5 per person. Want to play mini golf? Thats more money. Want to rent a family bike? Thats £9 for 30 minutes. We couldn’t use the outside parks because they were under maintenance. We couldn’t use the soft play throughout our stay as 1 it was just too busy and 2 the toddler section was overrun by bigger kids bullying little ones. So our days consisted of walking around or spending more money on the arcades. I was extremely disappointed. On Wednesday evening after another nightmare of a day (being turned away from the pool because it was for hotel users only in the morning, to finding restaurants shut again and eating the same thing for the third time) we decided enough was enough and we left Thursday a day earlier than planned. There was no one in guest services or reception to check out or to complain to, so we dropped our keys in a box and left. I have never EVER been so appalled by a resort for families in my life. I will never go back. I’ve complained via email and asked for a full refund.
Read less",1,2.0,1.0,0,1
261,The Beresford,Food,Bognor, Pub/Bar,2,Terrible,"Went there for xmas day lunch. Starters were served almost as soon as we sat down at our table. No service to speak of, had to fetch our own drinks from the bar. The carvery was terrible, small and badly cooked. Veg was swimming in water and sprouts could have been used for field artillery. Staff dumped black bags next to us and were clearing table as we were eating. Will not go here again, 2nd time at this tired cavery same bad experience",1,4.0,1.0,British,1
262,Wheatsheaf,Food,Bognor, Pub/Bar,7,Christmas lunch,"Fantastic time at The Wheatsheaf, perfect for a get-together.
Lovely food and very well looked after. Thank you guys xxxxxx",5,1.0,2.0,British,0
263,Pub & Kitchen,Food,Bognor, Pub/Bar,11,Really annoyed with myself! ,"Amazing food, lovely service can not believe we are three days into our butlins holiday and we’ve eaten in other restaurants (and we paid £54 for a family of 3 at a buffet to eat mediocre food that wasn’t particularly nice either in one establishment)

My husband had the lemon chicken, I had shepherds pie and our son had sausage and mash. 3 clear plates here!

Vegetables were fresh and cooked to perfection and we had a nice selection of vegetables too, we’d recommend the home made bubble and squeak croquettes starter too. The main food in itself was stunning and very reasonably priced (£33 for 3 meals) considering the location of restaurant and the standard received! (Husband even did the strong serviette test ‍♀️)

1 full day left and we shall 100% be back tomorrow!

If you prefer quality over quantity (although portion sizers are pretty fair too) this is absolutely the place to dine if you’re not on a dining plan!",5,2.0,2.0,British,0
264,Travelodge Fontwell,Accommodation,Arundel,Hotel,1,Very very basic,"Shower poor, car park was full up, wifi very hard to set up, extractor fan full of hair, curtain ripped, teenage staff. This review must be 200 words so I'll add that the mirror was old, there was no electricity sockets by the bed, no air-conditioning, generally felt it was very basic. More like a back packer type of stay.
Read less",2,3.0,0.0,0,1
265,Swanbourne Lake,Attractions,Arundel,Nature/Gardens,755,Walk,Afternoon walk around Swanbourne Lake and Arundel. Good path all around the lake and lovely views of the clear water and loads of different kinds of ducks. Free parking all along the road. Very pleasant.,4,3.0,1.0,0,0
266,Butlins,Accommodation,Bognor,Hotel,0,90s Reloaded Weekend ,"Stayed here 7-10 June for a 90s reloaded weekend as a group of 7 girls for a hen party. I cannot possibly recommend this event highly enough, we’ve already booked for next year!

The acts were brilliant (except S Club, they were desperately awful!), the venue was clean, well looked after and felt really safe. We didn’t see one argument, fight or single bit of unpleasantness all weekend and everyone was very friendly. Kudos to the staff for serving at the bar so quickly and keeping everything going.

We had two silver apartments next to each other and they were great, very clean and comfortable. Only negatives were that there was only one plug socket in the twin room and very few anywhere else. Also the shower had very poor pressure so took ages for hair washing.

If you struggle carrying things upstairs make sure you ask for a ground floor apartment, there aren’t any lifts. (Obviously there are in the hotels). Fortunately there was a helpful stag group who were happy to lug our bags.

We didn’t bother with the dining package and we’re pleased we didn’t. The supermarket on site is very reasonable and there’s also Burger King, hotdogs, Papa Johns etc that’s cheap and easy.

Toilets everywhere were well kept and always stocked with loo roll - cleanest toilets I’ve ever seen at a three day music event!

Highlights of the weekend were the Vengaboys, Peter Andre and the comedy club. They all put so much effort in and really put on a great performance.

Wouldn’t hesitate to recommend it to anyone and can’t wait for next time!
Read less",5,2.0,0.0,0,0
